"Provider"	"EventID"	"#"	"ValueHEX"	"ValueDEC"	"Name"	"Displayname"
"Microsoft-Windows-WLAN-AutoConfig"	"8000"	"3"	"0x8000000000000600"	"-9223372036854775808, 1024, 512, "	", LwtDiagnostic, WlanConnect, "	", , , "
"Microsoft-Windows-Kernel-Power"	"507"	"4"	"0x8000000000000604"	"-9223372036854775808, 1024, 512, 4, "	", po:DiagnosticLight, po:SleepStudy, po:Diagnostic, "	", , , , "
"Microsoft-Windows-PushNotifications-Platform"	"3112"	"2"	"0x8000000000000800"	"-9223372036854775808, 2048, "	", wpnui, "	", Presentation Layer API, "
"Microsoft-Windows-PrintService"	"320"	"3"	"0x8000000000000820"	"-9223372036854775808, 2048, 32, "	", SPOOLER_KEYWORD_CLASSIC, SPOOLER_KEYWORD_PRINTER, "	", Classic Spooler Event, Printer, "
"Microsoft-Windows-PrintService"	"350"	"3"	"0x8000000000000840"	"-9223372036854775808, 2048, 64, "	", SPOOLER_KEYWORD_CLASSIC, SPOOLER_KEYWORD_JOB, "	", Classic Spooler Event, Document Print Job, "
"Microsoft-Windows-PrintService"	"362"	"3"	"0x8000000000000880"	"-9223372036854775808, 2048, 128, "	", SPOOLER_KEYWORD_CLASSIC, SPOOLER_KEYWORD_CONNECTION, "	", Classic Spooler Event, Spooler Connection, "
"Microsoft-Windows-PrintService"	"318"	"3"	"0x8000000000000900"	"-9223372036854775808, 2048, 256, "	", SPOOLER_KEYWORD_CLASSIC, SPOOLER_KEYWORD_DRIVER, "	", Classic Spooler Event, Print Driver, "
"Microsoft-Windows-Kernel-EventTracing"	"28"	"4"	"0x8000000000000a20"	"-9223372036854775808, 2048, 512, 32, "	", ETW_KEYWORD_GROUP, ETW_KEYWORD_REGISTRATION, ETW_KEYWORD_PROVIDER, "	", , , Provider, "
"Microsoft-Windows-TCPIP"	"1283"	"2"	"0x8000000000001000"	"-9223372036854775808, 4096, "	", ut:TcpipNdkpi, "	", , "
"Microsoft-Windows-HttpService"	"53"	"3"	"0x8000000000001010"	"-9223372036854775808, 4096, 16, "	", HTTP_KEYWORD_TIMEOUT, HTTP_KEYWORD_CONNECTION, "	", Flagged on all HTTP events setting/resetting/triggering timeouts, Flagged on all HTTP events occurring on a connection, "
"Microsoft-Windows-PrintService"	"347"	"3"	"0x8000000000001800"	"-9223372036854775808, 4096, 2048, "	", SPOOLER_KEYWORD_ACTIVE_DIR, SPOOLER_KEYWORD_CLASSIC, "	", Active Directory, Classic Spooler Event, "
"Microsoft-Windows-Resource-Exhaustion-Resolver"	"1016"	"2"	"0x8000000000002000"	"-9223372036854775808, 8192, "	", RDR_RES_KEYWORD_MEMORY_EXHAUSTION, "	", System Commit Limit (Virtual Memory) Exhaustion, "
"Microsoft-Windows-WindowsUpdateClient"	"44"	"3"	"0x8000000000002004"	"-9223372036854775808, 8192, 4, "	", started, download, "	", Started, Download, "
"Microsoft-Windows-WindowsUpdateClient"	"43"	"3"	"0x8000000000002008"	"-9223372036854775808, 8192, 8, "	", started, install, "	", Started, Installation, "
"Microsoft-Windows-TCPIP"	"1363"	"3"	"0x8000000000002010"	"-9223372036854775808, 8192, 16, "	", ut:TcpipCsDiag, ut:TcpipInterface, "	", , , "
"Microsoft-Windows-PrintService"	"511"	"3"	"0x8000000000002800"	"-9223372036854775808, 8192, 2048, "	", SPOOLER_KEYWORD_ROUTER, SPOOLER_KEYWORD_CLASSIC, "	", Router, Classic Spooler Event, "
"Microsoft-AppV-Client"	"9002"	"2"	"0x8000000000004000"	"-9223372036854775808, 16384, "	", ClientManagement, "	", Client Management, "
"Microsoft-Windows-NDIS"	"10033"	"3"	"0x8000000000004004"	"-9223372036854775808, 16384, 4, "	", LwtDiagnostic, Init, "	", , , "
"Microsoft-Windows-WindowsUpdateClient"	"212"	"3"	"0x8000000000004010"	"-9223372036854775808, 16384, 16, "	", Revert, success, "	", Revert, Success, "
"Microsoft-Windows-WindowsUpdateClient"	"213"	"3"	"0x8000000000004020"	"-9223372036854775808, 16384, 32, "	", Revert, failure, "	", Revert, Failure, "
"Microsoft-Windows-WindowsUpdateClient"	"214"	"3"	"0x8000000000006000"	"-9223372036854775808, 16384, 8192, "	", Revert, started, "	", Revert, Started, "
"Microsoft-Windows-TCPIP"	"1467"	"2"	"0x8000000000008000"	"-9223372036854775808, 32768, "	", ut:AleRemoteEndpoint, "	", , "
"Microsoft-Windows-PrintService"	"601"	"3"	"0x8000000000008800"	"-9223372036854775808, 32768, 2048, "	", SPOOLER_KEYWORD_CSR, SPOOLER_KEYWORD_CLASSIC, "	", Client Side Rendering (CSR), Classic Spooler Event, "
"Microsoft-Windows-Shell-Core"	"2015"	"2"	"0x8000000000010000"	"-9223372036854775808, 65536, "	", Shell, "	", , "
"Microsoft-Windows-PushNotifications-Platform"	"1113"	"4"	"0x800000000001c000"	"-9223372036854775808, 65536, 32768, 16384, "	", wpnperf_FirstCloudNotificationWithCloudImage, wpnperf_FirstCloudNotification, wpnprv, "	", Performance Scenario: First cloud notification with cloud image download, Performance Scenario: First cloud notification, Connection Provider, "
"Microsoft-Windows-Shell-Core"	"16612"	"2"	"0x8000000000020000"	"-9223372036854775808, 131072, "	", Properties, "	", , "
"Microsoft-Windows-Wininit"	"6001"	"3"	"0x8000000000030000"	"-9223372036854775808, 131072, 65536, "	", PerfDiagnostics, PerfInstrumentation, "	", , , "
"Microsoft-Windows-UniversalTelemetryClient"	"62"	"2"	"0x8000000000040000"	"-9223372036854775808, 262144, "	", Service, "	", , "
"Microsoft-Windows-PrintService"	"865"	"3"	"0x8000000000060000"	"-9223372036854775808, 262144, 131072, "	", SPOOLER_KEYWORD_PRINT_DRIVER_SANDBOX, SPOOLER_KEYWORD, "	", Print Driver Sandbox, Print Spooler, "
"Microsoft-Windows-Shell-Core"	"14519"	"2"	"0x8000000000080000"	"-9223372036854775808, 524288, "	", Controls, "	", , "
"Microsoft-Windows-AppXDeployment-Server"	"1175"	"3"	"0x8000000000080001"	"-9223372036854775808, 524288, 1, "	", APPXDEPLOYMENTSERVER_PERF_KEYWORD, APPXDEPLOYMENTSERVER_KEYWORD, "	", AppXDeploymentServerPerf Keyword, AppXDeploymentServer Keyword, "
"Microsoft-Windows-AppXDeployment-Server"	"3421"	"3"	"0x8000000000080004"	"-9223372036854775808, 524288, 4, "	", APPXDEPLOYMENTSERVER_PERF_KEYWORD, OSIM_KEYWORD, "	", AppXDeploymentServerPerf Keyword, OSIM Keyword, "
"Microsoft-Windows-TCPIP"	"1381"	"3"	"0x8000000000080080"	"-9223372036854775808, 524288, 128, "	", ut:Nrt, ut:TcpipDiagnosis, "	", , , "
"Microsoft-Windows-Shell-Core"	"18647"	"2"	"0x8000000000100000"	"-9223372036854775808, 1048576, "	", APICalls, "	", , "
"Microsoft-Windows-TCPIP"	"1439"	"3"	"0x8000000000100010"	"-9223372036854775808, 1048576, 16, "	", ut:NsiNotification, ut:TcpipInterface, "	", , , "
"Microsoft-Windows-TCPIP"	"1442"	"3"	"0x8000000000100020"	"-9223372036854775808, 1048576, 32, "	", ut:NsiNotification, ut:TcpipRoute, "	", , , "
"Microsoft-Windows-Win32k"	"104"	"3"	"0x8000000000120000"	"-9223372036854775808, 1048576, 131072, "	", Rendering, UserActivity, "	", , , "
"Microsoft-Windows-Shell-Core"	"60031"	"2"	"0x8000000000200000"	"-9223372036854775808, 2097152, "	", InternetExplorer, "	", , "
"Microsoft-Windows-PrintService"	"868"	"3"	"0x8000000000208000"	"-9223372036854775808, 2097152, 32768, "	", SPOOLER_KEYWORD_BRANCH_OFFICE_PRINTING, SPOOLER_KEYWORD_CSR, "	", Branch Office Printing, Client Side Rendering (CSR), "
"Microsoft-Windows-PrintService"	"858"	"4"	"0x8000000000208080"	"-9223372036854775808, 2097152, 32768, 128, "	", SPOOLER_KEYWORD_BRANCH_OFFICE_PRINTING, SPOOLER_KEYWORD_CSR, SPOOLER_KEYWORD_CONNECTION, "	", Branch Office Printing, Client Side Rendering (CSR), Spooler Connection, "
"Microsoft-Windows-TCPIP"	"1450"	"3"	"0x8000000000300000"	"-9223372036854775808, 2097152, 1048576, "	", ut:TcpipRouter, ut:NsiNotification, "	", , , "
"Microsoft-Windows-Shell-Core"	"50104"	"2"	"0x8000000000400000"	"-9223372036854775808, 4194304, "	", ShutdownUX, "	", , "
"Microsoft-Windows-PushNotifications-Platform"	"1215"	"4"	"0x8000000000418000"	"-9223372036854775808, 4194304, 65536, 32768, "	", wnptrans, wpnperf_FirstCloudNotificationWithCloudImage, wpnperf_FirstCloudNotification, "	", WNP Transport Layer, Performance Scenario: First cloud notification with cloud image download, Performance Scenario: First cloud notification, "
"Microsoft-Windows-PushNotifications-Platform"	"1205"	"3"	"0x8000000000600000"	"-9223372036854775808, 4194304, 2097152, "	", wnptrans, wpnperf_Shutdown, "	", WNP Transport Layer, Performance Scenario: The Windows Push Notification shutdown, "
"Microsoft-Windows-Shell-Core"	"18809"	"2"	"0x8000000000800000"	"-9223372036854775808, 8388608, "	", CopyEngine, "	", , "
"Microsoft-Windows-PushNotifications-Platform"	"1003"	"3"	"0x8000000000800100"	"-9223372036854775808, 8388608, 256, "	", wpntroubleshoot, wpnconn, "	", WNP Transport Layer, Connection Manager, "
"Microsoft-Windows-PushNotifications-Platform"	"1013"	"4"	"0x8000000000800104"	"-9223372036854775808, 8388608, 256, 4, "	", wpntroubleshoot, wpnconn, wpndebug_raw_dropped, "	", WNP Transport Layer, Connection Manager, Developer Debug: Debugging Raw Notification Delivery Errors, "
"Microsoft-Windows-PushNotifications-Platform"	"2415"	"3"	"0x8000000000800200"	"-9223372036854775808, 8388608, 512, "	", wpntroubleshoot, wpnend, "	", WNP Transport Layer, Endpoint Manager, "
"Microsoft-Windows-Win32k"	"245"	"2"	"0x8000000001000000"	"-9223372036854775808, 16777216, "	", TouchInput, "	", , "
"Microsoft-Windows-Win32k"	"103"	"2"	"0x8000000002000000"	"-9223372036854775808, 33554432, "	", TimerSurvey, "	", , "
"Microsoft-Windows-Shell-Core"	"18533"	"3"	"0x8000000002010000"	"-9223372036854775808, 33554432, 65536, "	", WDI, Shell, "	", , , "
"Microsoft-Windows-PushNotifications-Platform"	"37"	"4"	"0x8000000002801000"	"-9223372036854775808, 33554432, 8388608, 4096, "	", wpndebug_connectivity, wpntroubleshoot, wpnplat, "	", Developer Debug: Debugging Cloud Connectivity, WNP Transport Layer, Platform, "
"Microsoft-Windows-Shell-Core"	"9608"	"3"	"0x8000000004010000"	"-9223372036854775808, 67108864, 65536, "	", StartupPerf, Shell, "	", , , "
"Microsoft-Windows-Win32k"	"171"	"3"	"0x8000000004020000"	"-9223372036854775808, 67108864, 131072, "	", PointerInput, UserActivity, "	", , , "
"Microsoft-Windows-PushNotifications-Platform"	"1225"	"4"	"0x8000000006400000"	"-9223372036854775808, 67108864, 33554432, 4194304, "	", wpndebug_connectivity_isConnected, wpndebug_connectivity, wnptrans, "	", Developer Debug: Debugging Cloud Connectivity - Is device connected?, Developer Debug: Debugging Cloud Connectivity, WNP Transport Layer, "
"Microsoft-Windows-PushNotifications-Platform"	"1024"	"5"	"0x8000000006800100"	"-9223372036854775808, 67108864, 33554432, 8388608, 256, "	", wpndebug_connectivity_isConnected, wpndebug_connectivity, wpntroubleshoot, wpnconn, "	", Developer Debug: Debugging Cloud Connectivity - Is device connected?, Developer Debug: Debugging Cloud Connectivity, WNP Transport Layer, Connection Manager, "
"Microsoft-Windows-PushNotifications-Platform"	"1020"	"7"	"0x8000000006818100"	"-9223372036854775808, 67108864, 33554432, 8388608, 65536, 32768, 256, "	", wpndebug_connectivity_isConnected, wpndebug_connectivity, wpntroubleshoot, wpnperf_FirstCloudNotificationWithCloudImage, wpnperf_FirstCloudNotification, wpnconn, "	", Developer Debug: Debugging Cloud Connectivity - Is device connected?, Developer Debug: Debugging Cloud Connectivity, WNP Transport Layer, Performance Scenario: First cloud notification with cloud image download, Performance Scenario: First cloud notification, Connection Manager, "
"Microsoft-Windows-Hyper-V-Guest-Drivers-Storage-Filter"	"208"	"7"	"0x8000000007e00000"	"-9223372036854775808, 67108864, 33554432, 16777216, 8388608, 4194304, 2097152, "	", LowMemoryWrite, LowMemoryRead, PagingWrite, PagingRead, Write, Read, "	", Low memory write request, Low memory Read request, Paging Write request, Paging Read request, Write request, Read request, "
"Microsoft-Windows-Shell-Core"	"60118"	"2"	"0x8000000008000000"	"-9223372036854775808, 134217728, "	", StructuredQuery, "	", , "
"Microsoft-Windows-PushNotifications-Platform"	"1117"	"4"	"0x800000000a004000"	"-9223372036854775808, 134217728, 33554432, 16384, "	", wpndebug_connectivity_error, wpndebug_connectivity, wpnprv, "	", Developer Debug: Debugging Cloud Connectivity - errors, Developer Debug: Debugging Cloud Connectivity, Connection Provider, "
"Microsoft-Windows-PushNotifications-Platform"	"1246"	"4"	"0x800000000a400000"	"-9223372036854775808, 134217728, 33554432, 4194304, "	", wpndebug_connectivity_error, wpndebug_connectivity, wnptrans, "	", Developer Debug: Debugging Cloud Connectivity - errors, Developer Debug: Debugging Cloud Connectivity, WNP Transport Layer, "
"Microsoft-Windows-PushNotifications-Platform"	"1116"	"7"	"0x800000000a81c000"	"-9223372036854775808, 134217728, 33554432, 8388608, 65536, 32768, 16384, "	", wpndebug_connectivity_error, wpndebug_connectivity, wpntroubleshoot, wpnperf_FirstCloudNotificationWithCloudImage, wpnperf_FirstCloudNotification, wpnprv, "	", Developer Debug: Debugging Cloud Connectivity - errors, Developer Debug: Debugging Cloud Connectivity, WNP Transport Layer, Performance Scenario: First cloud notification with cloud image download, Performance Scenario: First cloud notification, Connection Provider, "
"Microsoft-Windows-Shell-Core"	"18530"	"2"	"0x8000000010000000"	"-9223372036854775808, 268435456, "	", Grep, "	", , "
"Microsoft-Windows-AppXDeployment-Server"	"7801"	"4"	"0x8000000010080004"	"-9223372036854775808, 268435456, 524288, 4, "	", APPSYNC_DEH_KEYWORD, APPXDEPLOYMENTSERVER_PERF_KEYWORD, OSIM_KEYWORD, "	", AppSync Extension Handler Keyword, AppXDeploymentServerPerf Keyword, OSIM Keyword, "
"Microsoft-Windows-PushNotifications-Platform"	"2171"	"4"	"0x8000000010800200"	"-9223372036854775808, 268435456, 8388608, 512, "	", wpndebug_platform_setting, wpntroubleshoot, wpnend, "	", Developer Debug: Debugging Platform Setting Changes, WNP Transport Layer, Endpoint Manager, "
"Microsoft-Windows-Shell-Core"	"1092"	"2"	"0x8000000020000000"	"-9223372036854775808, 536870912, "	", ItemCollection, "	", , "
"Microsoft-Windows-WLAN-AutoConfig"	"8011"	"3"	"0x8000000020000200"	"-9223372036854775808, 536870912, 512, "	", Telemetry, WlanConnect, "	", , , "
"Microsoft-Windows-WLAN-AutoConfig"	"8004"	"3"	"0x8000000020000400"	"-9223372036854775808, 536870912, 1024, "	", Telemetry, LwtDiagnostic, "	", , , "
"Microsoft-Windows-WLAN-AutoConfig"	"8001"	"4"	"0x8000000020000600"	"-9223372036854775808, 536870912, 1024, 512, "	", Telemetry, LwtDiagnostic, WlanConnect, "	", , , , "
"Microsoft-Windows-Shell-Core"	"1149"	"2"	"0x8000000040000000"	"-9223372036854775808, 1073741824, "	", SearchPerf, "	", , "
"Microsoft-Windows-WLAN-AutoConfig"	"8003"	"4"	"0x8000000040000600"	"-9223372036854775808, 1073741824, 1024, 512, "	", Measures, LwtDiagnostic, WlanConnect, "	", , , , "
"Microsoft-Windows-PushNotifications-Platform"	"2053"	"4"	"0x8000000040800200"	"-9223372036854775808, 1073741824, 8388608, 512, "	", wpndebug_polling_error, wpntroubleshoot, wpnend, "	", Developer Debug: Debugging Polling Notification Delivery Errors, WNP Transport Layer, Endpoint Manager, "
"Microsoft-Windows-Win32k"	"254"	"2"	"0x8000000080000000"	"-9223372036854775808, 2147483648, "	", TrappedACRendering, "	", , "
"Microsoft-Windows-PushNotifications-Platform"	"2033"	"4"	"0x8000000080000208"	"-9223372036854775808, 2147483648, 512, 8, "	", wpndev_NotificationE2E, wpnend, wpndebug_raw_isolate, "	", Developer Support: End-to-End trace for new notification, Endpoint Manager, Developer Debug: Isolate Failures in Raw Notification Delivery, "
"Microsoft-Windows-Shell-Core"	"60754"	"3"	"0x8000000080010000"	"-9223372036854775808, 2147483648, 65536, "	", ActiveSetup, Shell, "	", , , "
"Microsoft-Windows-PushNotifications-Platform"	"3052"	"6"	"0x8000000080800803"	"-9223372036854775808, 2147483648, 8388608, 2048, 2, 1, "	", wpndev_NotificationE2E, wpntroubleshoot, wpnui, wpndebug_localtoast_isolate, wpndebug_cloudtoast_isolate, "	", Developer Support: End-to-End trace for new notification, WNP Transport Layer, Presentation Layer API, Developer Debug: Isolate Failures in Local Toast Notification Delivery, Developer Debug: Isolate Failures in Cloud Toast Notification Delivery, "
"Microsoft-Windows-PushNotifications-Platform"	"1010"	"11"	"0x8000000081878109"	"-9223372036854775808, 2147483648, 16777216, 8388608, 262144, 131072, 65536, 32768, 256, 8, 1, "	", wpndev_NotificationE2E, wpndebug_cloudtile_isolate, wpntroubleshoot, wpnperf_NewCloudNotificationArrivalWithCloudImage, wpnperf_NewCloudNotificationArrival, wpnperf_FirstCloudNotificationWithCloudImage, wpnperf_FirstCloudNotification, wpnconn, wpndebug_raw_isolate, wpndebug_cloudtoast_isolate, "	", Developer Support: End-to-End trace for new notification, Developer Debug: Isolate Failures in Cloud Tile Notification Delivery, WNP Transport Layer, Performance Scenario: New cloud notification refering cloud images arrives, Performance Scenario: New cloud notification arrives, Performance Scenario: First cloud notification with cloud image download, Performance Scenario: First cloud notification, Connection Manager, Developer Debug: Isolate Failures in Raw Notification Delivery, Developer Debug: Isolate Failures in Cloud Toast Notification Delivery, "
"Microsoft-Windows-PushNotifications-Platform"	"3053"	"10"	"0x80000000a1878800"	"-9223372036854775808, 2147483648, 536870912, 16777216, 8388608, 262144, 131072, 65536, 32768, 2048, "	", wpndev_NotificationE2E, wpndebug_localtile_isolate, wpndebug_cloudtile_isolate, wpntroubleshoot, wpnperf_NewCloudNotificationArrivalWithCloudImage, wpnperf_NewCloudNotificationArrival, wpnperf_FirstCloudNotificationWithCloudImage, wpnperf_FirstCloudNotification, wpnui, "	", Developer Support: End-to-End trace for new notification, Developer Debug: Isolate Failures in Local Tile Notification Delivery, Developer Debug: Isolate Failures in Cloud Tile Notification Delivery, WNP Transport Layer, Performance Scenario: New cloud notification refering cloud images arrives, Performance Scenario: New cloud notification arrives, Performance Scenario: First cloud notification with cloud image download, Performance Scenario: First cloud notification, Presentation Layer API, "
"Microsoft-Windows-TCPIP"	"1332"	"2"	"0x8000000100000000"	"-9223372036854775808, 4294967296, "	", ut:SendPath, "	", , "
"Microsoft-Windows-WebIO"	"910"	"3"	"0x8000000100000001"	"-9223372036854775808, 4294967296, 1, "	", Keyword.SEND, Keyword.API, "	", SEND, API, "
"Microsoft-Windows-TCPIP"	"1165"	"3"	"0x8000000100000040"	"-9223372036854775808, 4294967296, 64, "	", ut:SendPath, ut:TcpipCtcp, "	", , , "
"Microsoft-Windows-TCPIP"	"1155"	"3"	"0x8000000100000080"	"-9223372036854775808, 4294967296, 128, "	", ut:SendPath, ut:TcpipDiagnosis, "	", , , "
"Microsoft-Windows-Shell-Core"	"1109"	"3"	"0x8000000100010000"	"-9223372036854775808, 4294967296, 65536, "	", ExplorerPerf, Shell, "	", , , "
"Microsoft-Windows-TCPIP"	"1380"	"4"	"0x8000000100040080"	"-9223372036854775808, 4294967296, 262144, 128, "	", ut:SendPath, ut:Ledbat, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-WebIO"	"724"	"2"	"0x8000000200000000"	"-9223372036854775808, 8589934592, "	", Keyword.RECEIVE, "	", RECEIVE, "
"Microsoft-Windows-WebIO"	"117"	"3"	"0x8000000200000001"	"-9223372036854775808, 8589934592, 1, "	", Keyword.RECEIVE, Keyword.API, "	", RECEIVE, API, "
"Microsoft-Windows-TCPIP"	"1350"	"3"	"0x8000000200000080"	"-9223372036854775808, 8589934592, 128, "	", ut:ReceivePath, ut:TcpipDiagnosis, "	", , , "
"Microsoft-Windows-TCPIP"	"1367"	"3"	"0x8000000300000000"	"-9223372036854775808, 8589934592, 4294967296, "	", ut:ReceivePath, ut:SendPath, "	", , , "
"Microsoft-Windows-WebIO"	"202"	"2"	"0x8000000400000000"	"-9223372036854775808, 17179869184, "	", Keyword.L3_CONNECT, "	", L3_CONNECT, "
"Microsoft-Windows-TCPIP"	"1118"	"3"	"0x8000000400000002"	"-9223372036854775808, 17179869184, 2, "	", ut:ConnectPath, ut:TcpipListener, "	", , , "
"Microsoft-Windows-NCSI"	"2001"	"3"	"0x8000000400000020"	"-9223372036854775808, 17179869184, 32, "	", ut:L3ConnectPath, LwtDiagnostic, "	", , , "
"Microsoft-Windows-TCPIP"	"1195"	"3"	"0x8000000400000080"	"-9223372036854775808, 17179869184, 128, "	", ut:ConnectPath, ut:TcpipDiagnosis, "	", , , "
"Microsoft-Windows-TCPIP"	"1002"	"4"	"0x8000000400000480"	"-9223372036854775808, 17179869184, 1024, 128, "	", ut:ConnectPath, ut:Endpoint, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-TCPIP"	"1035"	"5"	"0x8000000400000484"	"-9223372036854775808, 17179869184, 1024, 128, 4, "	", ut:ConnectPath, ut:Endpoint, ut:TcpipDiagnosis, ut:TcpipTcb, "	", , , , , "
"Microsoft-Windows-TCPIP"	"1015"	"6"	"0x8000000400000486"	"-9223372036854775808, 17179869184, 1024, 128, 4, 2, "	", ut:ConnectPath, ut:Endpoint, ut:TcpipDiagnosis, ut:TcpipTcb, ut:TcpipListener, "	", , , , , , "
"Microsoft-Windows-Win32k"	"448"	"3"	"0x8000000400001000"	"-9223372036854775808, 17179869184, 4096, "	", Visualization, Updates, "	", , , "
"Microsoft-Windows-Shell-Core"	"62380"	"3"	"0x8000000400010000"	"-9223372036854775808, 17179869184, 65536, "	", ElizaPrototype, Shell, "	", Eliza Prototype, , "
"Microsoft-Windows-TCPIP"	"1382"	"4"	"0x8000000400080080"	"-9223372036854775808, 17179869184, 524288, 128, "	", ut:ConnectPath, ut:Nrt, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-TCPIP"	"1188"	"4"	"0x8000000500000080"	"-9223372036854775808, 17179869184, 4294967296, 128, "	", ut:ConnectPath, ut:SendPath, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-TCPIP"	"1183"	"4"	"0x8000000600000080"	"-9223372036854775808, 17179869184, 8589934592, 128, "	", ut:ConnectPath, ut:ReceivePath, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-Diagnosis-Scheduled"	"2"	"2"	"0x8000000800000000"	"-9223372036854775808, 34359738368, "	", lifecycle, "	", Lifecycle Keyword, "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"3013"	"3"	"0x8000000800000020"	"-9223372036854775808, 34359738368, 32, "	", ut:L2ConnectPath, LwtDiagnostic, "	", , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"2003"	"4"	"0x8000000800001020"	"-9223372036854775808, 34359738368, 4096, 32, "	", ut:L2ConnectPath, InterfaceEnum, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"3016"	"4"	"0x8000000800004020"	"-9223372036854775808, 34359738368, 16384, 32, "	", ut:L2ConnectPath, ContextLifeCycle, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"3014"	"2"	"0x8000001000000000"	"-9223372036854775808, 68719476736, "	", ut:ClosePath, "	", , "
"Microsoft-Windows-TCPIP"	"1398"	"4"	"0x8000001000000401"	"-9223372036854775808, 68719476736, 1024, 1, "	", ut:ClosePath, ut:Endpoint, ut:TcpipEndpoint, "	", , , , "
"Microsoft-Windows-TCPIP"	"1038"	"4"	"0x8000001000000404"	"-9223372036854775808, 68719476736, 1024, 4, "	", ut:ClosePath, ut:Endpoint, ut:TcpipTcb, "	", , , , "
"Microsoft-Windows-TCPIP"	"1048"	"5"	"0x8000001000000484"	"-9223372036854775808, 68719476736, 1024, 128, 4, "	", ut:ClosePath, ut:Endpoint, ut:TcpipDiagnosis, ut:TcpipTcb, "	", , , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"3010"	"4"	"0x8000001000004020"	"-9223372036854775808, 68719476736, 16384, 32, "	", ut:ClosePath, ContextLifeCycle, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-WFP"	"1027"	"2"	"0x8000002000000000"	"-9223372036854775808, 137438953472, "	", ut:Authentication, "	", , "
"Microsoft-Windows-L2NACP"	"13003"	"3"	"0x8000002000000001"	"-9223372036854775808, 137438953472, 1, "	", ut:Authentication, Credential, "	", , , "
"Microsoft-Windows-OneX"	"10"	"3"	"0x8000002000000002"	"-9223372036854775808, 137438953472, 2, "	", ut:Authentication, EAP, "	", , EAP, "
"Microsoft-Windows-OneX"	"42"	"4"	"0x8000002000000006"	"-9223372036854775808, 137438953472, 4, 2, "	", ut:Authentication, EAPPacket, EAP, "	", , EAPPacket, EAP, "
"Microsoft-Windows-OneX"	"38"	"3"	"0x8000002000000008"	"-9223372036854775808, 137438953472, 8, "	", ut:Authentication, OneXUI, "	", , OneXUI, "
"Microsoft-Windows-OneX"	"62"	"4"	"0x800000200000000a"	"-9223372036854775808, 137438953472, 8, 2, "	", ut:Authentication, OneXUI, EAP, "	", , OneXUI, EAP, "
"Microsoft-Windows-OneX"	"32"	"3"	"0x8000002000000010"	"-9223372036854775808, 137438953472, 16, "	", ut:Authentication, Profile, "	", , Profile, "
"Microsoft-Windows-OneX"	"36"	"3"	"0x8000002000000040"	"-9223372036854775808, 137438953472, 64, "	", ut:Authentication, Supplicant, "	", , Supplicant, "
"Microsoft-Windows-OneX"	"2"	"4"	"0x8000002000000101"	"-9223372036854775808, 137438953472, 256, 1, "	", ut:Authentication, LwtDiagnostic, API, "	", , , API, "
"Microsoft-Windows-OneX"	"12"	"4"	"0x8000002000000102"	"-9223372036854775808, 137438953472, 256, 2, "	", ut:Authentication, LwtDiagnostic, EAP, "	", , , EAP, "
"Microsoft-Windows-OneX"	"41"	"5"	"0x8000002000000106"	"-9223372036854775808, 137438953472, 256, 4, 2, "	", ut:Authentication, LwtDiagnostic, EAPPacket, EAP, "	", , , EAPPacket, EAP, "
"Microsoft-Windows-OneX"	"56"	"4"	"0x8000002000000108"	"-9223372036854775808, 137438953472, 256, 8, "	", ut:Authentication, LwtDiagnostic, OneXUI, "	", , , OneXUI, "
"Microsoft-Windows-OneX"	"55"	"5"	"0x800000200000010a"	"-9223372036854775808, 137438953472, 256, 8, 2, "	", ut:Authentication, LwtDiagnostic, OneXUI, EAP, "	", , , OneXUI, EAP, "
"Microsoft-Windows-OneX"	"27"	"4"	"0x8000002000000140"	"-9223372036854775808, 137438953472, 256, 64, "	", ut:Authentication, LwtDiagnostic, Supplicant, "	", , , Supplicant, "
"Microsoft-Windows-OneX"	"58"	"4"	"0x8000002000000180"	"-9223372036854775808, 137438953472, 256, 128, "	", ut:Authentication, LwtDiagnostic, User, "	", , , User, "
"Microsoft-Windows-Win32k"	"417"	"3"	"0x8000002010000000"	"-9223372036854775808, 137438953472, 268435456, "	", ContentionTelemetry, Contention, "	", , , "
"Microsoft-Windows-WebIO"	"707"	"3"	"0x8000002100000000"	"-9223372036854775808, 137438953472, 4294967296, "	", Keyword.SECURITY, Keyword.SEND, "	", SECURITY, SEND, "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"2006"	"2"	"0x8000004000000000"	"-9223372036854775808, 274877906944, "	", ut:Configuration, "	", , "
